config,strategy,dte,short_delta,width,entry_date,exit_date,expiration,exit_reason,hold_days,spx_at_entry,put_short_strike,put_long_strike,call_short_strike,call_long_strike,credit,max_loss,pnl,pnl_pct_of_credit,pnl_pct_of_max_loss,is_win,max_favorable_excursion,max_adverse_excursion,vix_at_entry,vix_at_exit,vix_change,sma50,sma200,spx_above_sma50,spx_above_sma200,spx_at_exit,spx_move_pct,put_distance_pct,call_distance_pct,entry_dow,entry_month,entry_year,regime_score,regime_tier,regime_position_scale,regime_days_in_tier,label
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-04-02,2018-04-05,2018-04-05,expiry,3,2581.8798828125,2505,2475,2665,2695,431.26,2568.74,428.66,99.4,16.69,1,118.41,-39.58,23.62,18.94,-4.68,2725.4,2589.85,0.0,0.0,2662.84,3.1357,2.9777,3.2194,0,4,2018,0,CAUTION,0.25,1,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-04-02,2018-04-06,2018-04-06,expiry,4,2581.8798828125,2495,2465,2675,2705,483.84,2516.16,481.24,99.46,19.13,1,111.48,-142.95,23.62,21.49,-2.13,2725.4,2589.85,0.0,0.0,2604.47,0.8749,3.365,3.6067,0,4,2018,0,CAUTION,0.25,1,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2018-04-04,2018-04-10,2018-04-13,profit_target,6,2644.68994140625,2550,2500,2755,2805,737.8,4262.2,502.54,68.11,11.79,1,547.74,-114.37,20.06,20.47,0.41,2717.72,2591.81,0.0,1.0,2656.87,0.4606,3.5804,4.171,2,4,2018,3,CAUTION,0.25,3,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-04-04,2018-04-09,2018-04-09,expiry,5,2644.68994140625,2580,2550,2715,2745,436.75,2563.25,434.15,99.4,16.94,1,167.5,0.0,20.06,21.77,1.71,2717.72,2591.81,0.0,1.0,2613.16,-1.1922,2.446,2.6585,2,4,2018,3,CAUTION,0.25,3,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-04-06,2018-04-11,2018-04-11,expiry,5,2604.469970703125,2535,2505,2680,2710,428.83,2571.17,426.23,99.39,16.58,1,154.4,-2.97,21.49,20.24,-1.25,2709.53,2593.7,0.0,1.0,2642.19,1.4483,2.6673,2.9,4,4,2018,3,CAUTION,0.25,5,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2018-10-08,2018-10-10,2018-10-11,stop_loss,2,2884.429931640625,2825,2795,2950,2980,327.24,2672.76,-1875.69,-573.18,-70.18,0,127.31,-1830.49,15.69,22.96,7.27,2878.45,2764.02,1.0,1.0,2785.68,-3.4236,2.0604,2.2732,0,10,2018,4,NEUTRAL,1.0,27,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-10-08,2018-10-10,2018-10-11,stop_loss,2,2884.429931640625,2830,2800,2945,2975,405.39,2594.61,-1914.69,-472.3,-73.79,0,146.37,-1869.49,15.69,22.96,7.27,2878.45,2764.02,1.0,1.0,2785.68,-3.4236,1.887,2.0999,0,10,2018,4,NEUTRAL,1.0,27,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-10-08,2018-10-10,2018-10-12,stop_loss,2,2884.429931640625,2820,2790,2955,2985,418.36,2581.64,-1511.07,-361.19,-58.53,0,97.23,-1465.87,15.69,22.96,7.27,2878.45,2764.02,1.0,1.0,2785.68,-3.4236,2.2337,2.4466,0,10,2018,4,NEUTRAL,1.0,27,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2018-10-09,2018-10-10,2018-10-12,stop_loss,1,2880.340087890625,2820,2790,2950,2980,309.78,2690.22,-1620.58,-523.14,-60.24,0,0.0,-1575.38,15.95,22.96,7.01,2880.0,2765.0,1.0,1.0,2785.68,-3.2864,2.0949,2.4185,1,10,2018,4,NEUTRAL,1.0,28,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-10-15,2018-10-18,2018-10-18,expiry,3,2750.7900390625,2680,2650,2830,2860,450.71,2549.29,448.11,99.42,17.58,1,43.64,-222.66,21.3,20.06,-1.24,2874.7,2766.49,0.0,0.0,2768.78,0.654,2.5734,2.8795,0,10,2018,0,CAUTION,0.25,4,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2018-10-17,2018-10-24,2018-10-26,stop_loss,7,2809.2099609375,2720,2670,2910,2960,696.77,4303.23,-3012.4,-432.34,-70.0,0,0.0,-2967.2,17.4,25.23,7.83,2872.9,2767.74,0.0,1.0,2656.1,-5.4503,3.1756,3.5878,2,10,2018,2,CAUTION,0.25,6,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2018-10-22,2018-10-24,2018-10-24,expiry,2,2755.8798828125,2695,2665,2820,2850,301.24,2698.76,-2701.36,-896.75,-100.1,0,142.6,0.0,19.64,25.23,5.59,2867.86,2768.3,0.0,0.0,2656.1,-3.6206,2.2091,2.3267,0,10,2018,0,CAUTION,0.25,9,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2018-10-22,2018-10-24,2018-10-25,stop_loss,2,2755.8798828125,2685,2655,2835,2865,356.32,2643.68,-1561.59,-438.26,-59.07,0,61.02,-1516.39,19.64,25.23,5.59,2867.86,2768.3,0.0,0.0,2656.1,-3.6206,2.572,2.871,0,10,2018,0,CAUTION,0.25,9,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-10-22,2018-10-24,2018-10-25,stop_loss,2,2755.8798828125,2690,2660,2830,2860,425.03,2574.97,-1621.5,-381.5,-62.97,0,67.91,-1576.3,19.64,25.23,5.59,2867.86,2768.3,0.0,0.0,2656.1,-3.6206,2.3905,2.6895,0,10,2018,0,CAUTION,0.25,9,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-10-25,2018-10-30,2018-10-30,expiry,5,2705.570068359375,2625,2595,2795,2825,456.63,2543.37,454.03,99.43,17.85,1,0.0,-220.43,24.22,23.35,-0.87,2860.3,2767.58,0.0,0.0,2682.63,-0.8479,2.9779,3.3054,3,10,2018,-1,CAUTION,0.25,12,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-10-29,2018-11-02,2018-11-02,expiry,4,2641.25,2550,2520,2745,2775,483.1,2516.9,480.5,99.46,19.09,1,33.98,-383.23,24.7,19.51,-5.19,2852.49,2766.31,0.0,0.0,2723.06,3.0974,3.4548,3.9281,0,10,2018,-1,CAUTION,0.25,14,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-11-05,2018-11-09,2018-11-09,expiry,4,2738.31005859375,2660,2630,2825,2855,441.41,2558.59,438.81,99.41,17.15,1,91.0,-380.76,19.96,17.36,-2.6,2838.14,2764.19,0.0,0.0,2781.01,1.5594,2.8598,3.1658,0,11,2018,0,CAUTION,0.25,19,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-11-07,2018-11-12,2018-11-12,expiry,5,2813.889892578125,2760,2730,2875,2905,426.29,2573.71,-2576.31,-604.35,-100.1,0,133.3,0.0,16.36,20.45,4.09,2833.64,2763.65,0.0,1.0,2726.22,-3.1156,1.9151,2.1717,2,11,2018,1,CAUTION,0.25,21,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2018-11-09,2018-11-12,2018-11-12,expiry,3,2781.010009765625,2745,2715,2820,2850,251.19,2748.81,-1629.41,-648.68,-59.28,0,0.0,0.0,17.36,20.45,3.09,2829.09,2763.03,0.0,1.0,2726.22,-1.9701,1.2949,1.402,4,11,2018,1,CAUTION,0.25,23,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-11-19,2018-11-23,2018-11-23,expiry,4,2690.72998046875,2615,2585,2775,2805,461.26,2538.74,458.66,99.44,18.07,1,0.0,-346.59,20.1,21.52,1.42,2808.96,2760.9,0.0,0.0,2632.56,-2.1619,2.8145,3.1319,0,11,2018,-1,CAUTION,0.25,29,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2018-11-21,2018-11-26,2018-11-30,profit_target,5,2649.929931640625,2550,2500,2765,2815,734.7,4265.3,434.23,59.1,10.18,1,479.43,0.0,20.8,18.9,-1.9,2799.26,2760.48,0.0,0.0,2673.45,0.8876,3.771,4.3424,2,11,2018,0,BEAR,0.0,2,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-11-23,2018-11-28,2018-11-28,expiry,5,2632.56005859375,2565,2535,2710,2740,445.62,2554.38,-2556.98,-573.8,-100.1,0,137.89,0.0,21.52,18.49,-3.03,2793.83,2760.73,0.0,0.0,2743.79,4.2252,2.5663,2.9416,4,11,2018,0,BEAR,0.0,3,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-11-29,2018-12-04,2018-12-04,expiry,5,2737.800048828125,2675,2645,2805,2835,437.25,2562.75,434.65,99.41,16.96,1,107.73,-65.75,18.79,20.74,1.95,2778.45,2761.73,0.0,0.0,2700.06,-1.3785,2.2938,2.4545,3,11,2018,0,CAUTION,0.25,4,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2018-12-03,2018-12-04,2018-12-04,expiry,1,2790.3701171875,2755,2725,2830,2860,206.72,2793.28,-2795.88,-1352.47,-100.09,0,0.0,0.0,16.44,20.74,4.3,2772.26,2762.17,1.0,1.0,2700.06,-3.2365,1.2676,1.4202,0,12,2018,4,CAUTION,0.25,6,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2018-12-03,2018-12-04,2018-12-06,stop_loss,1,2790.3701171875,2730,2700,2855,2885,341.63,2658.37,-1537.58,-450.07,-57.84,0,0.0,-1492.38,16.44,20.74,4.3,2772.26,2762.17,1.0,1.0,2700.06,-3.2365,2.1635,2.3162,0,12,2018,4,CAUTION,0.25,6,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2018-12-03,2018-12-04,2018-12-05,stop_loss,1,2790.3701171875,2740,2710,2845,2875,279.0,2721.0,-2016.02,-722.59,-74.09,0,0.0,-1970.82,16.44,20.74,4.3,2772.26,2762.17,1.0,1.0,2700.06,-3.2365,1.8051,1.9578,0,12,2018,4,CAUTION,0.25,6,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-12-03,2018-12-04,2018-12-06,stop_loss,1,2790.3701171875,2735,2705,2850,2880,420.94,2579.06,-1570.05,-372.99,-60.88,0,0.0,-1524.85,16.44,20.74,4.3,2772.26,2762.17,1.0,1.0,2700.06,-3.2365,1.9843,2.137,0,12,2018,4,CAUTION,0.25,6,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-12-13,2018-12-17,2018-12-18,stop_loss,4,2650.5400390625,2585,2555,2725,2755,439.11,2560.89,-1772.31,-403.62,-69.21,0,0.0,-1727.11,20.65,24.52,3.87,2736.02,2759.66,0.0,0.0,2545.94,-3.9464,2.4727,2.8092,3,12,2018,0,CAUTION,0.25,13,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-12-17,2018-12-21,2018-12-21,expiry,4,2545.93994140625,2460,2430,2645,2675,486.22,2513.78,-2516.38,-517.54,-100.1,0,83.22,-435.89,24.52,30.11,5.59,2722.4,2758.55,0.0,0.0,2416.62,-5.0795,3.3756,3.8909,0,12,2018,-1,CAUTION,0.25,15,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2018-12-21,2018-12-26,2018-12-26,expiry,5,2416.6201171875,2330,2300,2515,2545,498.01,2501.99,495.41,99.48,19.8,1,0.0,-488.52,30.11,30.41,0.3,2692.42,2753.66,0.0,0.0,2467.7,2.1137,3.5843,4.071,4,12,2018,-3,BEAR,0.0,4,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-01-17,2019-01-22,2019-01-22,expiry,5,2635.9599609375,2580,2550,2700,2730,425.25,2574.75,422.65,99.39,16.42,1,0.0,-68.97,18.06,20.8,2.74,2626.8,2740.99,1.0,0.0,2632.9,-0.1161,2.1229,2.4295,3,1,2019,1,CAUTION,0.25,8,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-01-28,2019-02-01,2019-02-01,expiry,4,2643.85009765625,2575,2545,2720,2750,464.65,2535.35,462.05,99.44,18.22,1,127.56,0.0,18.87,16.14,-2.73,2612.23,2741.34,1.0,0.0,2706.53,2.3708,2.6042,2.8803,0,1,2019,2,CAUTION,0.25,14,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2019-05-08,2019-05-10,2019-05-17,profit_target,2,2879.419921875,2775,2725,2995,3045,720.89,4279.11,460.58,63.89,10.76,1,505.78,0.0,19.4,16.04,-3.36,2858.46,2775.42,1.0,1.0,2881.4,0.0688,3.6264,4.014,2,5,2019,4,NEUTRAL,1.0,2,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2019-05-10,2019-05-13,2019-05-13,expiry,3,2881.39990234375,2845,2815,2920,2950,211.96,2788.04,-2790.64,-1316.59,-100.09,0,0.0,0.0,16.04,20.55,4.51,2861.97,2776.04,1.0,1.0,2811.87,-2.4131,1.2633,1.3396,4,5,2019,4,NEUTRAL,1.0,4,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2019-05-29,2019-06-04,2019-06-07,profit_target,6,2783.02001953125,2690,2640,2890,2940,653.04,4346.96,478.42,73.26,11.01,1,523.62,0.0,17.9,16.97,-0.93,2872.54,2776.07,0.0,1.0,2803.27,0.7276,3.3424,3.844,2,5,2019,2,NEUTRAL,1.0,16,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2019-06-03,2019-06-04,2019-06-04,expiry,1,2744.449951171875,2705,2675,2785,2815,269.26,2730.74,-1560.35,-579.5,-57.14,0,0.0,0.0,18.86,16.97,-1.89,2868.01,2775.02,0.0,0.0,2803.27,2.1432,1.4374,1.4775,0,6,2019,0,CAUTION,0.25,2,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-06-17,2019-06-21,2019-06-21,expiry,4,2889.669921875,2830,2800,2960,2990,434.31,2565.69,431.71,99.4,16.83,1,103.1,-287.56,15.35,15.4,0.05,2874.15,2775.27,1.0,1.0,2950.46,2.1037,2.0649,2.4338,0,6,2019,4,NEUTRAL,1.0,3,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-06-27,2019-07-02,2019-07-02,expiry,5,2924.919921875,2870,2840,2985,3015,431.55,2568.45,428.95,99.4,16.7,1,149.09,0.0,15.82,12.93,-2.89,2879.89,2776.87,1.0,1.0,2973.01,1.6442,1.8777,2.0541,3,6,2019,5,NEUTRAL,1.0,11,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-07-31,2019-08-05,2019-08-05,expiry,5,2980.3798828125,2920,2890,3045,3075,394.34,2605.66,-2608.26,-661.43,-100.1,0,0.0,-225.25,16.12,24.59,8.47,2924.26,2788.38,1.0,1.0,2844.74,-4.5511,2.0259,2.1682,2,7,2019,5,BULL,1.0,7,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2019-07-31,2019-08-05,2019-08-09,stop_loss,5,2980.3798828125,2895,2845,3080,3130,706.79,4293.21,-2383.89,-337.28,-55.53,0,0.0,-2338.69,16.12,24.59,8.47,2924.26,2788.38,1.0,1.0,2844.74,-4.5511,2.8647,3.3425,2,7,2019,5,BULL,1.0,7,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-08-01,2019-08-05,2019-08-06,stop_loss,4,2953.56005859375,2890,2860,3025,3055,431.28,2568.72,-1854.57,-430.01,-72.2,0,76.37,-1809.37,17.87,24.59,6.72,2926.05,2789.31,1.0,1.0,2844.74,-3.6844,2.152,2.4188,3,8,2019,4,NEUTRAL,1.0,1,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2019-08-02,2019-08-05,2019-08-05,expiry,3,2932.050048828125,2890,2860,2975,3005,222.83,2777.17,-2779.77,-1247.5,-100.09,0,0.0,0.0,17.61,24.59,6.98,2927.56,2790.21,1.0,1.0,2844.74,-2.9778,1.4342,1.4648,4,8,2019,4,NEUTRAL,1.0,2,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-08-12,2019-08-15,2019-08-15,expiry,3,2882.699951171875,2810,2780,2965,2995,462.44,2537.56,459.84,99.44,18.12,1,81.13,0.0,21.09,21.18,0.09,2939.07,2793.7,0.0,1.0,2847.6,-1.2176,2.5219,2.855,0,8,2019,2,NEUTRAL,1.0,1,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-08-15,2019-08-20,2019-08-20,expiry,5,2847.60009765625,2775,2745,2930,2960,452.61,2547.39,450.01,99.43,17.67,1,61.53,-324.84,21.18,17.5,-3.68,2943.88,2796.67,0.0,1.0,2900.51,1.8581,2.5495,2.8937,3,8,2019,2,CAUTION,0.25,2,WIN
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2019-08-28,2019-09-03,2019-09-06,profit_target,6,2887.93994140625,2785,2735,3005,3055,722.9,4277.1,481.61,66.62,11.26,1,526.81,0.0,19.35,19.66,0.31,2945.63,2803.82,0.0,1.0,2906.27,0.6347,3.5645,4.0534,2,8,2019,2,NEUTRAL,1.0,6,WIN
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2019-09-30,2019-10-02,2019-10-02,expiry,2,2976.739990234375,2925,2895,3035,3065,294.72,2705.28,-2707.88,-918.81,-100.1,0,0.0,-286.87,16.24,20.56,4.32,2948.82,2834.52,1.0,1.0,2887.61,-2.9942,1.7381,1.9572,0,9,2019,5,NEUTRAL,1.0,28,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-09-30,2019-10-02,2019-10-03,stop_loss,2,2976.739990234375,2920,2890,3040,3070,442.82,2557.18,-1615.0,-364.71,-63.16,0,0.0,-1569.8,16.24,20.56,4.32,2948.82,2834.52,1.0,1.0,2887.61,-2.9942,1.9061,2.1251,0,9,2019,5,NEUTRAL,1.0,28,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-10-02,2019-10-07,2019-10-07,expiry,5,2887.610107421875,2815,2785,2965,2995,465.79,2534.21,463.19,99.44,18.28,1,163.18,-139.59,20.56,17.86,-2.7,2945.57,2837.4,0.0,1.0,2938.79,1.7724,2.5145,2.6801,2,10,2019,3,NEUTRAL,1.0,30,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2019-10-09,2019-10-14,2019-10-14,expiry,5,2919.39990234375,2855,2825,2990,3020,468.31,2531.69,465.71,99.44,18.4,1,176.94,0.0,18.64,14.57,-4.07,2936.18,2848.06,0.0,1.0,2966.15,1.6014,2.2059,2.4183,2,10,2019,3,NEUTRAL,1.0,35,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-01-23,2020-01-27,2020-01-28,stop_loss,4,3325.5400390625,3275,3245,3385,3415,393.75,2606.25,-1634.37,-415.08,-62.71,0,0.0,-1589.17,12.98,18.23,5.25,3191.59,3000.77,1.0,1.0,3243.63,-2.4631,1.5198,1.788,3,1,2020,5,NEUTRAL,1.0,32,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2020-01-29,2020-02-04,2020-02-07,profit_target,6,3273.39990234375,3175,3125,3385,3435,718.16,4281.84,480.62,66.92,11.22,1,525.82,-298.08,16.39,16.05,-0.34,3205.97,3008.4,1.0,1.0,3297.59,0.739,3.006,3.4093,2,1,2020,4,NEUTRAL,1.0,36,WIN
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-01-31,2020-02-05,2020-02-05,expiry,5,3225.52001953125,3150,3120,3305,3335,459.89,2540.11,-2511.7,-546.15,-98.88,0,138.25,-329.2,18.84,15.15,-3.69,3211.3,3011.88,1.0,1.0,3334.69,3.3846,2.3413,2.4641,4,1,2020,4,NEUTRAL,1.0,38,LOSS
IC9_7DTE_D12_TP30,iron_condor,7,0.12,50,2020-02-19,2020-02-24,2020-02-28,stop_loss,5,3386.14990234375,3300,3250,3490,3540,691.99,4308.01,-2763.33,-399.33,-64.14,0,0.0,-2718.13,14.38,25.03,10.65,3265.43,3037.07,1.0,1.0,3225.89,-4.7328,2.5442,3.0669,2,2,2020,4,NEUTRAL,1.0,50,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-02-19,2020-02-24,2020-02-24,expiry,5,3386.14990234375,3325,3295,3450,3480,410.14,2589.86,-2592.46,-632.09,-100.1,0,61.57,-255.73,14.38,25.03,10.65,3265.43,3037.07,1.0,1.0,3225.89,-4.7328,1.8059,1.8856,2,2,2020,4,NEUTRAL,1.0,50,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-02-20,2020-02-24,2020-02-25,stop_loss,4,3373.22998046875,3310,3280,3445,3475,424.62,2575.38,-2340.39,-551.17,-90.88,0,0.0,-2295.19,15.56,25.03,9.47,3269.97,3039.28,1.0,1.0,3225.89,-4.3679,1.8745,2.1276,3,2,2020,4,NEUTRAL,1.0,51,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-02-21,2020-02-24,2020-02-24,expiry,3,3337.75,3295,3265,3385,3415,274.18,2725.82,-2728.42,-995.12,-100.1,0,0.0,0.0,17.08,25.03,7.95,3274.01,3041.55,1.0,1.0,3225.89,-3.3514,1.2808,1.4156,4,2,2020,4,NEUTRAL,1.0,52,LOSS
IC6_3DTE_D12_TP40,iron_condor,3,0.12,30,2020-02-21,2020-02-24,2020-02-26,stop_loss,3,3337.75,3270,3240,3415,3445,452.61,2547.39,-1560.2,-344.71,-61.25,0,0.0,-1515.0,17.08,25.03,7.95,3274.01,3041.55,1.0,1.0,3225.89,-3.3514,2.0298,2.3144,4,2,2020,4,NEUTRAL,1.0,52,LOSS
IC3_1DTE_D10_TP50,iron_condor,1,0.1,30,2020-02-24,2020-02-25,2020-02-25,expiry,1,3225.889892578125,3160,3130,3295,3325,289.77,2710.23,-2712.83,-936.21,-100.1,0,0.0,0.0,25.03,27.85,2.82,3275.87,3043.28,0.0,1.0,3128.21,-3.028,2.0425,2.1424,0,2,2020,1,CAUTION,0.25,1,LOSS
